iter,sf,qid,itype,prob,incremental,use_duckdb,is_scalar,prune,num_threads,distinct,batch,post_time,gen_time,prep_time,compile_time,eval_time,prune_time,lineage_time,ksemimodule_timing,spec,lineage_count,lineage_count_prune,lineage_size_mb,lineage_size_mb_prune,use_gb_backward_lineage,code_gen_time,data_time
1,1.0,10,DENSE_DELETE,0.005,false,false,true,true,1,1,4,0.054499,0.003158,0.001054,1.065191,0.00032,0.073652,0.042783,0.7483141422271729,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.00064
2,1.0,10,DENSE_DELETE,0.005,false,false,true,true,1,1,4,0.055073,0.003194,0.001034,1.091081,0.000321,0.073027,0.043491,0.7492556571960449,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.00063
1,1.0,10,DENSE_DELETE,0.01,false,false,true,true,1,1,4,0.054663,0.003193,0.001049,1.056357,0.000325,0.073233,0.042769,0.7462434768676758,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.000642
2,1.0,10,DENSE_DELETE,0.01,false,false,true,true,1,1,4,0.053111,0.003143,0.001069,1.051892,0.000342,0.073377,0.042638,0.7468798160552979,,2122441,518130,8.09647,1.976509,false,3e-05,0.000625
1,1.0,10,DENSE_DELETE,0.02,false,false,true,true,1,1,4,0.054325,0.00318,0.001068,1.052996,0.000331,0.074086,0.043431,0.7456367015838623,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.000648
2,1.0,10,DENSE_DELETE,0.02,false,false,true,true,1,1,4,0.054086,0.003138,0.001051,1.058633,0.000321,0.073023,0.043087,0.7456121444702148,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.00062
1,1.0,10,DENSE_DELETE,0.05,false,false,true,true,1,1,4,0.053623,0.003152,0.001071,1.098153,0.00033,0.073865,0.0436,0.7464618682861328,,2122441,518130,8.09647,1.976509,false,2.6e-05,0.000635
2,1.0,10,DENSE_DELETE,0.05,false,false,true,true,1,1,4,0.053908,0.003139,0.001042,1.079335,0.000357,0.074278,0.043236,0.7476508617401123,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.000619
1,1.0,10,DENSE_DELETE,0.1,false,false,true,true,1,1,4,0.053778,0.003176,0.001051,1.061994,0.000322,0.073549,0.042816,0.7429821491241455,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.000627
2,1.0,10,DENSE_DELETE,0.1,false,false,true,true,1,1,4,0.05315,0.003133,0.001065,1.052056,0.000319,0.073488,0.04258,0.7445557117462158,,2122441,518130,8.09647,1.976509,false,2.6e-05,0.000652
1,1.0,10,DENSE_DELETE,0.2,false,false,true,true,1,1,4,0.054555,0.003139,0.001067,1.078434,0.000338,0.07479,0.042809,0.7492947578430176,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.000653
2,1.0,10,DENSE_DELETE,0.2,false,false,true,true,1,1,4,0.053711,0.003171,0.001034,1.051838,0.000336,0.073121,0.042421,0.7562398910522461,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.000632
1,1.0,10,DENSE_DELETE,0.3,false,false,true,true,1,1,4,0.054052,0.003167,0.001067,1.059266,0.000332,0.073677,0.04306,0.7456889152526855,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.000625
2,1.0,10,DENSE_DELETE,0.3,false,false,true,true,1,1,4,0.053881,0.003146,0.001046,1.050864,0.000341,0.07337,0.043026,0.7460370063781738,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.00062
1,1.0,10,DENSE_DELETE,0.4,false,false,true,true,1,1,4,0.053901,0.003164,0.001073,1.053334,0.000361,0.073726,0.04282,0.745941162109375,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.00066
2,1.0,10,DENSE_DELETE,0.4,false,false,true,true,1,1,4,0.054458,0.003149,0.001083,1.07149,0.000379,0.07401,0.043068,0.7430050373077393,,2122441,518130,8.09647,1.976509,false,2.5e-05,0.000619
1,1.0,10,DENSE_DELETE,0.5,false,false,true,true,1,1,4,0.054936,0.003159,0.001083,1.055481,0.000407,0.07409,0.043106,0.7495384216308594,,2122441,518130,8.09647,1.976509,false,2.6e-05,0.000676
2,1.0,10,DENSE_DELETE,0.5,false,false,true,true,1,1,4,0.053907,0.003186,0.001041,1.055259,0.000409,0.073582,0.042691,0.7514519691467285,,2122441,518130,8.09647,1.976509,false,2.4e-05,0.000635
1,1.0,12,DENSE_DELETE,0.001,false,false,true,true,1,1,4,0.004822,0.000941,0.000734,1.062456,9.4e-05,0.01143,0.013641,0.26457738876342773,,2478737,153051,9.455631,0.583843,false,2.1e-05,5.3e-05
2,1.0,12,DENSE_DELETE,0.001,false,false,true,true,1,1,4,0.004614,0.000969,0.000694,1.061811,9.2e-05,0.011413,0.013617,0.2599170207977295,,2478737,153051,9.455631,0.583843,false,2e-05,6.5e-05
1,1.0,12,DENSE_DELETE,0.002,false,false,true,true,1,1,4,0.004805,0.000947,0.000697,1.062724,8.4e-05,0.011446,0.01382,0.2597074508666992,,2478737,153051,9.455631,0.583843,false,1.9e-05,5.1e-05
2,1.0,12,DENSE_DELETE,0.002,false,false,true,true,1,1,4,0.004648,0.000949,0.000696,1.06176,8.5e-05,0.011415,0.013673,0.2595674991607666,,2478737,153051,9.455631,0.583843,false,2.1e-05,5.1e-05
1,1.0,12,DENSE_DELETE,0.005,false,false,true,true,1,1,4,0.004704,0.000953,0.00069,1.063532,8.3e-05,0.01155,0.01381,0.2592885494232178,,2478737,153051,9.455631,0.583843,false,1.9e-05,5.2e-05
2,1.0,12,DENSE_DELETE,0.005,false,false,true,true,1,1,4,0.004777,0.000973,0.000688,1.060442,9.4e-05,0.011408,0.013629,0.25878167152404785,,2478737,153051,9.455631,0.583843,false,2e-05,5.2e-05
1,1.0,12,DENSE_DELETE,0.01,false,false,true,true,1,1,4,0.004769,0.000942,0.000703,1.058412,8.3e-05,0.011391,0.013785,0.2665066719055176,,2478737,153051,9.455631,0.583843,false,2.1e-05,5.5e-05
2,1.0,12,DENSE_DELETE,0.01,false,false,true,true,1,1,4,0.004887,0.000933,0.00071,1.05694,0.000101,0.011482,0.013844,0.26088404655456543,,2478737,153051,9.455631,0.583843,false,2.1e-05,5.2e-05
1,1.0,12,DENSE_DELETE,0.02,false,false,true,true,1,1,4,0.004466,0.000952,0.000733,1.066714,8.9e-05,0.011461,0.013684,0.2605459690093994,,2478737,153051,9.455631,0.583843,false,1.9e-05,5.4e-05
2,1.0,12,DENSE_DELETE,0.02,false,false,true,true,1,1,4,0.004745,0.00099,0.000756,1.067208,8.5e-05,0.011451,0.013786,0.2580447196960449,,2478737,153051,9.455631,0.583843,false,2e-05,5.3e-05
1,1.0,12,DENSE_DELETE,0.05,false,false,true,true,1,1,4,0.00486,0.000941,0.000688,1.05867,8.4e-05,0.01143,0.013554,0.26032376289367676,,2478737,153051,9.455631,0.583843,false,2.1e-05,7.7e-05
2,1.0,12,DENSE_DELETE,0.05,false,false,true,true,1,1,4,0.004737,0.000944,0.000769,1.066131,8.5e-05,0.011522,0.013731,0.2599163055419922,,2478737,153051,9.455631,0.583843,false,2e-05,5.4e-05
1,1.0,12,DENSE_DELETE,0.1,false,false,true,true,1,1,4,0.004822,0.000941,0.000698,1.055819,8.4e-05,0.011474,0.013702,0.2595672607421875,,2478737,153051,9.455631,0.583843,false,2e-05,5.6e-05
2,1.0,12,DENSE_DELETE,0.1,false,false,true,true,1,1,4,0.004865,0.000943,0.000683,1.061275,8.4e-05,0.011383,0.013603,0.2583310604095459,,2478737,153051,9.455631,0.583843,false,1.9e-05,5.1e-05
1,1.0,12,DENSE_DELETE,0.2,false,false,true,true,1,1,4,0.00469,0.000935,0.000697,1.056913,9.6e-05,0.011343,0.013618,0.2586336135864258,,2478737,153051,9.455631,0.583843,false,1.9e-05,5.2e-05
2,1.0,12,DENSE_DELETE,0.2,false,false,true,true,1,1,4,0.004889,0.00095,0.000699,1.056672,8.2e-05,0.011422,0.013739,0.25963401794433594,,2478737,153051,9.455631,0.583843,false,2e-05,5.2e-05
1,1.0,12,DENSE_DELETE,0.3,false,false,true,true,1,1,4,0.004744,0.00094,0.00068,1.063992,8.9e-05,0.011463,0.013693,0.25987982749938965,,2478737,153051,9.455631,0.583843,false,2.7e-05,5.2e-05
2,1.0,12,DENSE_DELETE,0.3,false,false,true,true,1,1,4,0.004725,0.000928,0.000707,1.057078,9.9e-05,0.011395,0.013703,0.25986146926879883,,2478737,153051,9.455631,0.583843,false,2.1e-05,5.4e-05
1,1.0,12,DENSE_DELETE,0.4,false,false,true,true,1,1,4,0.004641,0.00097,0.000696,1.0577,8.6e-05,0.011374,0.013718,0.2595086097717285,,2478737,153051,9.455631,0.583843,false,2e-05,5.2e-05
2,1.0,12,DENSE_DELETE,0.4,false,false,true,true,1,1,4,0.004803,0.000959,0.000711,1.063453,8.4e-05,0.011411,0.01362,0.2591102123260498,,2478737,153051,9.455631,0.583843,false,2e-05,5.2e-05
1,1.0,12,DENSE_DELETE,0.5,false,false,true,true,1,1,4,0.004914,0.000932,0.000701,1.057081,9.8e-05,0.011504,0.013648,0.25937938690185547,,2478737,153051,9.455631,0.583843,false,2e-05,5.4e-05
2,1.0,12,DENSE_DELETE,0.5,false,false,true,true,1,1,4,0.004728,0.00095,0.000709,1.063422,0.000129,0.011403,0.013661,0.26040005683898926,,2478737,153051,9.455631,0.583843,false,2.1e-05,5.3e-05
1,1.0,1,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.117707,0.094412,0.021239,1.077494,0.033949,0.0,0.042922,1.5881834030151367,,11833182,11833182,45.140007,45.140007,false,5.7e-05,0.300866
2,1.0,1,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.117909,0.094074,0.021323,1.073304,0.034281,0.0,0.043095,1.5912222862243652,,11833182,11833182,45.140007,45.140007,false,5.5e-05,0.302088
1,1.0,1,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.118731,0.094387,0.02129,1.0718,0.033933,0.0,0.043349,1.5924389362335205,,11833182,11833182,45.140007,45.140007,false,5.4e-05,0.302173
2,1.0,1,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.117623,0.094405,0.021273,1.070786,0.034037,0.0,0.042767,1.5947751998901367,,11833182,11833182,45.140007,45.140007,false,5.9e-05,0.30478
1,1.0,1,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.118444,0.094294,0.021263,1.068086,0.034393,0.0,0.043354,1.5841529369354248,,11833182,11833182,45.140007,45.140007,false,5.2e-05,0.301933
2,1.0,1,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.118157,0.113582,0.021413,1.067169,0.034118,0.0,0.042633,1.5976085662841797,,11833182,11833182,45.140007,45.140007,false,5.2e-05,0.303941
1,1.0,1,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.118417,0.094569,0.021225,1.070848,0.034676,0.0,0.042868,1.593271017074585,,11833182,11833182,45.140007,45.140007,false,5e-05,0.303623
2,1.0,1,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.118179,0.094301,0.021275,1.068965,0.034665,0.0,0.042752,1.5933611392974854,,11833182,11833182,45.140007,45.140007,false,5.9e-05,0.302433
1,1.0,1,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.11876,0.094287,0.021216,1.070824,0.035171,0.0,0.043429,1.5918643474578857,,11833182,11833182,45.140007,45.140007,false,5.3e-05,0.302847
2,1.0,1,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.117946,0.094318,0.021298,1.073124,0.035162,0.0,0.043131,1.5863020420074463,,11833182,11833182,45.140007,45.140007,false,5.1e-05,0.301243
1,1.0,1,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.118006,0.094201,0.02132,1.067638,0.037254,0.0,0.043129,1.5815870761871338,,11833182,11833182,45.140007,45.140007,false,5e-05,0.302561
2,1.0,1,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.117654,0.094373,0.021295,1.151498,0.0371,0.0,0.042823,1.5817289352416992,,11833182,11833182,45.140007,45.140007,false,5.3e-05,0.302792
1,1.0,1,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.118865,0.094349,0.021323,1.073915,0.040841,0.0,0.042733,1.590975046157837,,11833182,11833182,45.140007,45.140007,false,6.6e-05,0.301944
2,1.0,1,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.117615,0.094189,0.021576,1.071924,0.040947,0.0,0.042914,1.5847041606903076,,11833182,11833182,45.140007,45.140007,false,5.4e-05,0.303025
1,1.0,1,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.118653,0.094677,0.021378,1.07521,0.049413,0.0,0.043674,1.5871832370758057,,11833182,11833182,45.140007,45.140007,false,5.1e-05,0.306271
2,1.0,1,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.118614,0.09449,0.021212,1.07386,0.048957,0.0,0.043285,1.589777946472168,,11833182,11833182,45.140007,45.140007,false,7.5e-05,0.304741
1,1.0,1,DENSE_DELETE,0.3,false,false,true,false,1,1,4,0.117476,0.118126,0.021218,1.069664,0.057597,0.0,0.042705,1.5821077823638916,,11833182,11833182,45.140007,45.140007,false,6.1e-05,0.303362
2,1.0,1,DENSE_DELETE,0.3,false,false,true,false,1,1,4,0.118276,0.09432,0.021414,1.084664,0.057886,0.0,0.042778,1.5802738666534424,,11833182,11833182,45.140007,45.140007,false,5.4e-05,0.300351
1,1.0,1,DENSE_DELETE,0.4,false,false,true,false,1,1,4,0.118135,0.094477,0.021246,1.06728,0.066077,0.0,0.043221,1.6015710830688477,,11833182,11833182,45.140007,45.140007,false,5.4e-05,0.301864
2,1.0,1,DENSE_DELETE,0.4,false,false,true,false,1,1,4,0.118566,0.094295,0.02125,1.069403,0.066166,0.0,0.043455,1.5882315635681152,,11833182,11833182,45.140007,45.140007,false,6.1e-05,0.3015
1,1.0,1,DENSE_DELETE,0.5,false,false,true,false,1,1,4,0.118037,0.094281,0.021234,1.066868,0.069961,0.0,0.043343,1.5940556526184082,,11833182,11833182,45.140007,45.140007,false,4.9e-05,0.30239
2,1.0,1,DENSE_DELETE,0.5,false,false,true,false,1,1,4,0.117971,0.094499,0.021383,1.073487,0.069983,0.0,0.04296,1.6123712062835693,,11833182,11833182,45.140007,45.140007,false,5.3e-05,0.304334
1,1.0,3,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.036263,0.122221,0.014605,1.065894,0.003944,0.0,0.02804,0.32983994483947754,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.000178
2,1.0,3,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.034794,0.117253,0.01451,1.065748,0.00441,0.0,0.027959,0.33187317848205566,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000183
1,1.0,3,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.034685,0.117115,0.014512,1.070077,0.004344,0.0,0.027813,0.3283703327178955,,4237529,4237529,16.16489,16.16489,false,2.4e-05,0.000184
2,1.0,3,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.035223,0.117356,0.014461,1.063807,0.004304,0.0,0.028135,0.33007264137268066,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.000175
1,1.0,3,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.035477,0.117426,0.014535,1.144333,0.004637,0.0,0.02796,0.3266785144805908,,4237529,4237529,16.16489,16.16489,false,2.8e-05,0.00018
2,1.0,3,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.035121,0.118508,0.014556,1.065638,0.004352,0.0,0.027752,0.3287353515625,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.000184
1,1.0,3,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.035795,0.117391,0.014463,1.086326,0.004356,0.0,0.027761,0.32968974113464355,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.000179
2,1.0,3,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.03486,0.11731,0.014535,1.067604,0.004394,0.0,0.027919,0.32894229888916016,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000182
1,1.0,3,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.033717,0.117551,0.014603,1.07007,0.004621,0.0,0.027699,0.3311138153076172,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.00018
2,1.0,3,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.035814,0.117501,0.014477,1.073674,0.004374,0.0,0.027814,0.32692599296569824,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.00017
1,1.0,3,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.035977,0.117303,0.014519,1.115733,0.004339,0.0,0.027875,0.3311612606048584,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000184
2,1.0,3,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.033633,0.117312,0.014501,1.064507,0.00441,0.0,0.027571,0.3462843894958496,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.000176
1,1.0,3,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.034177,0.117025,0.014533,1.059152,0.004642,0.0,0.027759,0.3300466537475586,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.00018
2,1.0,3,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.034964,0.117253,0.014471,1.068553,0.004345,0.0,0.027548,0.3319559097290039,,4237529,4237529,16.16489,16.16489,false,2.7e-05,0.000181
1,1.0,3,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.034977,0.116956,0.014562,1.06179,0.004122,0.0,0.028034,0.3262467384338379,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000182
2,1.0,3,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.035075,0.117219,0.01449,1.065507,0.004356,0.0,0.027692,0.32833385467529297,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000185
1,1.0,3,DENSE_DELETE,0.3,false,false,true,false,1,1,4,0.034913,0.12214,0.014522,1.063811,0.004383,0.0,0.027726,0.32880425453186035,,4237529,4237529,16.16489,16.16489,false,2.5e-05,0.000171
2,1.0,3,DENSE_DELETE,0.3,false,false,true,false,1,1,4,0.034879,0.117338,0.014502,1.061637,0.004327,0.0,0.027712,0.32768774032592773,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000211
1,1.0,3,DENSE_DELETE,0.4,false,false,true,false,1,1,4,0.03485,0.117248,0.014479,1.068122,0.004383,0.0,0.027606,0.3310568332672119,,4237529,4237529,16.16489,16.16489,false,2.4e-05,0.000191
2,1.0,3,DENSE_DELETE,0.4,false,false,true,false,1,1,4,0.034812,0.117337,0.014648,1.073542,0.004366,0.0,0.027931,0.3288130760192871,,4237529,4237529,16.16489,16.16489,false,2.6e-05,0.000189
1,1.0,3,DENSE_DELETE,0.5,false,false,true,false,1,1,4,0.03391,0.117108,0.014487,1.064886,0.004399,0.0,0.027893,0.32738375663757324,,4237529,4237529,16.16489,16.16489,false,2.4e-05,0.000186
2,1.0,3,DENSE_DELETE,0.5,false,false,true,false,1,1,4,0.035519,0.117031,0.014444,1.069776,0.004382,0.0,0.02739,0.3295156955718994,,4237529,4237529,16.16489,16.16489,false,2.4e-05,0.000169
1,1.0,5,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.020177,0.119033,0.022714,1.083806,0.007003,0.0,0.032332,0.3707268238067627,,6693785,6693785,25.534763,25.534763,false,3e-05,4.8e-05
2,1.0,5,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.020154,0.11914,0.022586,1.084164,0.007012,0.0,0.032542,0.3707916736602783,,6693785,6693785,25.534763,25.534763,false,3.3e-05,5.1e-05
1,1.0,5,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.019822,0.118718,0.022564,1.084231,0.006794,0.0,0.032621,0.37336277961730957,,6693785,6693785,25.534763,25.534763,false,3.1e-05,5.7e-05
2,1.0,5,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.019696,0.118851,0.02261,1.080349,0.006811,0.0,0.032475,0.368929386138916,,6693785,6693785,25.534763,25.534763,false,4e-05,4.7e-05
1,1.0,5,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.019776,0.118757,0.022668,1.083469,0.006803,0.0,0.032492,0.37236976623535156,,6693785,6693785,25.534763,25.534763,false,3e-05,4.8e-05
2,1.0,5,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.021036,0.119251,0.022638,1.083414,0.007017,0.0,0.032766,0.3708977699279785,,6693785,6693785,25.534763,25.534763,false,4.3e-05,4.8e-05
1,1.0,5,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.020186,0.118731,0.022678,1.097317,0.006739,0.0,0.032459,0.3668346405029297,,6693785,6693785,25.534763,25.534763,false,3.2e-05,4.8e-05
2,1.0,5,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.020571,0.119023,0.022709,1.08987,0.006799,0.0,0.032692,0.3680846691131592,,6693785,6693785,25.534763,25.534763,false,3.2e-05,4.8e-05
1,1.0,5,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.020148,0.118974,0.022756,1.091148,0.006876,0.0,0.032848,0.385028600692749,,6693785,6693785,25.534763,25.534763,false,3.3e-05,4.7e-05
2,1.0,5,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.020102,0.118819,0.022768,1.083803,0.006733,0.0,0.032403,0.371936559677124,,6693785,6693785,25.534763,25.534763,false,3.3e-05,5.2e-05
1,1.0,5,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.019548,0.118713,0.022545,1.08181,0.00681,0.0,0.032204,0.37047290802001953,,6693785,6693785,25.534763,25.534763,false,3e-05,5.2e-05
2,1.0,5,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.019945,0.118906,0.022686,1.08633,0.00693,0.0,0.032582,0.36979198455810547,,6693785,6693785,25.534763,25.534763,false,3.2e-05,4.7e-05
1,1.0,5,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.019631,0.118726,0.022676,1.079584,0.006732,0.0,0.032551,0.3691833019256592,,6693785,6693785,25.534763,25.534763,false,3.1e-05,4.7e-05
2,1.0,5,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.019958,0.118677,0.02265,1.104322,0.006699,0.0,0.032475,0.37016987800598145,,6693785,6693785,25.534763,25.534763,false,3.1e-05,4.9e-05
1,1.0,5,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.020035,0.118955,0.022657,1.089322,0.006779,0.0,0.032528,0.36949944496154785,,6693785,6693785,25.534763,25.534763,false,3.2e-05,4.7e-05
2,1.0,5,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.020066,0.119174,0.022682,1.149605,0.00677,0.0,0.032593,0.368943452835083,,6693785,6693785,25.534763,25.534763,false,3.1e-05,4.8e-05
1,1.0,5,DENSE_DELETE,0.3,false,false,true,false,1,1,4,0.019923,0.118753,0.022622,1.087423,0.006712,0.0,0.032193,0.3704249858856201,,6693785,6693785,25.534763,25.534763,false,3.4e-05,5.1e-05
2,1.0,5,DENSE_DELETE,0.3,false,false,true,false,1,1,4,0.019737,0.119154,0.022593,1.091217,0.007086,0.0,0.032315,0.37053680419921875,,6693785,6693785,25.534763,25.534763,false,3.3e-05,7.2e-05
1,1.0,5,DENSE_DELETE,0.4,false,false,true,false,1,1,4,0.020276,0.119241,0.022788,1.080147,0.006897,0.0,0.03286,0.3689730167388916,,6693785,6693785,25.534763,25.534763,false,3.3e-05,5.1e-05
2,1.0,5,DENSE_DELETE,0.4,false,false,true,false,1,1,4,0.020173,0.118859,0.022571,1.084677,0.006803,0.0,0.032563,0.3677408695220947,,6693785,6693785,25.534763,25.534763,false,3.1e-05,4.7e-05
1,1.0,5,DENSE_DELETE,0.5,false,false,true,false,1,1,4,0.020174,0.118771,0.022691,1.076522,0.006788,0.0,0.032354,0.3660392761230469,,6693785,6693785,25.534763,25.534763,false,3.2e-05,4.8e-05
2,1.0,5,DENSE_DELETE,0.5,false,false,true,false,1,1,4,0.019816,0.118929,0.022579,1.094604,0.00683,0.0,0.032372,0.3670642375946045,,6693785,6693785,25.534763,25.534763,false,3.1e-05,4.6e-05
1,1.0,7,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.518501,0.116933,0.013864,1.082679,0.010886,0.0,0.064102,0.9879779815673828,,8817246,8817246,33.635124,33.635124,false,3.8e-05,6.3e-05
2,1.0,7,DENSE_DELETE,0.001,false,false,true,false,1,1,4,0.499882,0.116918,0.013789,1.091457,0.010777,0.0,0.063557,1.0068445205688477,,8817246,8817246,33.635124,33.635124,false,3.7e-05,4.6e-05
1,1.0,7,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.486803,0.116729,0.013771,1.092468,0.010824,0.0,0.063861,0.9809896945953369,,8817246,8817246,33.635124,33.635124,false,3.8e-05,6.6e-05
2,1.0,7,DENSE_DELETE,0.002,false,false,true,false,1,1,4,0.494097,0.117241,0.013881,1.081325,0.010828,0.0,0.064157,0.9876987934112549,,8817246,8817246,33.635124,33.635124,false,3.6e-05,4.7e-05
1,1.0,7,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.496345,0.117003,0.013834,1.082717,0.010776,0.0,0.064102,0.989006519317627,,8817246,8817246,33.635124,33.635124,false,3.6e-05,4.5e-05
2,1.0,7,DENSE_DELETE,0.005,false,false,true,false,1,1,4,0.509661,0.116917,0.013811,1.088984,0.010891,0.0,0.06412,0.97939133644104,,8817246,8817246,33.635124,33.635124,false,3.7e-05,4.6e-05
1,1.0,7,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.504518,0.117155,0.013794,1.081154,0.010874,0.0,0.064924,0.9835522174835205,,8817246,8817246,33.635124,33.635124,false,3.8e-05,5.2e-05
2,1.0,7,DENSE_DELETE,0.01,false,false,true,false,1,1,4,0.49062,0.116991,0.013891,1.08183,0.01074,0.0,0.06409,0.9780383110046387,,8817246,8817246,33.635124,33.635124,false,4.2e-05,5.7e-05
1,1.0,7,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.502697,0.116939,0.013819,1.135138,0.010724,0.0,0.064395,0.9935894012451172,,8817246,8817246,33.635124,33.635124,false,4.5e-05,4.6e-05
2,1.0,7,DENSE_DELETE,0.02,false,false,true,false,1,1,4,0.505439,0.117112,0.013765,1.171018,0.01088,0.0,0.064081,0.9825124740600586,,8817246,8817246,33.635124,33.635124,false,4.6e-05,4.5e-05
1,1.0,7,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.507888,0.116946,0.013762,1.079468,0.010825,0.0,0.063937,0.9886691570281982,,8817246,8817246,33.635124,33.635124,false,3.8e-05,4.9e-05
2,1.0,7,DENSE_DELETE,0.05,false,false,true,false,1,1,4,0.508713,0.117011,0.013773,1.081006,0.010904,0.0,0.064505,0.9833042621612549,,8817246,8817246,33.635124,33.635124,false,3.7e-05,4.7e-05
1,1.0,7,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.489152,0.116933,0.013808,1.08109,0.010769,0.0,0.063723,0.9762427806854248,,8817246,8817246,33.635124,33.635124,false,3.7e-05,4.5e-05
2,1.0,7,DENSE_DELETE,0.1,false,false,true,false,1,1,4,0.499307,0.117077,0.013872,1.086139,0.010945,0.0,0.064519,0.986361026763916,,8817246,8817246,33.635124,33.635124,false,3.7e-05,4.5e-05
1,1.0,7,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.483837,0.117175,0.013864,1.0875,0.010755,0.0,0.064397,0.9829628467559814,,8817246,8817246,33.635124,33.635124,false,3.6e-05,4.6e-05
2,1.0,7,DENSE_DELETE,0.2,false,false,true,false,1,1,4,0.49704,0.116593,0.013818,1.08293,0.010821,0.0,0.063954,0.9809017181396484,,8817246,8817246,33.635124,33.635124,false,3.6e-05,4.7e-05
