sf,qid,itype,prob,incremental,use_duckdb,is_scalar,prune,num_threads,distinct,batch,post_time,gen_time,prep_time,compile_time,eval_time,prune_time,lineage_time,ksemimodule_timing,spec,lineage_count,lineage_count_prune,lineage_size_mb,lineage_size_mb_prune,use_gb_backward_lineage
1.0,9,DENSE_DELETE,0.1,false,false,false,true,8,64,4,5e-06,0.001894,0.004988,1.258839,0.001312,0.344482,0.063306,1.0756144523620605,,9575428,1734061,36.527359,6.614918,true
1.0,9,DENSE_DELETE,0.1,false,false,false,true,8,64,4,5e-06,0.001915,0.005008,1.23362,0.000922,0.340009,0.061852,1.0782239437103271,,9575428,1734061,36.527359,6.614918,false
1.0,10,DENSE_DELETE,0.1,false,false,false,true,8,64,4,4e-06,0.000789,0.039999,1.251348,0.002912,0.073975,0.073775,0.832848072052002,,2122441,518130,8.09647,1.976509,true
1.0,10,DENSE_DELETE,0.1,false,false,false,true,8,64,4,3e-06,0.000771,0.039718,1.238735,0.002522,0.073052,0.043957,0.8325519561767578,,2122441,518130,8.09647,1.976509,false
1.0,12,DENSE_DELETE,0.1,false,false,false,true,8,64,4,3e-06,0.000479,0.00086,1.2775,0.000446,0.01149,0.01408,0.27074122428894043,,2478737,153051,9.455631,0.583843,true
1.0,12,DENSE_DELETE,0.1,false,false,false,true,8,64,4,2e-06,0.000459,0.000878,1.264604,0.000362,0.011531,0.01407,0.27115702629089355,,2478737,153051,9.455631,0.583843,false
1.0,1,DENSE_DELETE,0.1,false,false,false,false,8,64,4,2e-06,0.016872,0.347189,1.372018,0.082717,0.0,0.080118,1.7341294288635254,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,false,false,8,64,4,2e-06,0.016758,0.344977,1.34486,0.028753,0.0,0.044798,1.731741189956665,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,false,false,8,64,4,5e-06,0.019202,0.024726,1.286135,0.00447,0.0,0.037699,0.3774378299713135,,4237529,4237529,16.16489,16.16489,true
1.0,3,DENSE_DELETE,0.1,false,false,false,false,8,64,4,3e-06,0.019075,0.024553,1.280205,0.004222,0.0,0.02869,0.3723561763763428,,4237529,4237529,16.16489,16.16489,false
1.0,5,DENSE_DELETE,0.1,false,false,false,false,8,64,4,5e-06,0.020717,0.019597,1.292195,0.005283,0.0,0.033115,0.4021108150482178,,6693785,6693785,25.534763,25.534763,true
1.0,5,DENSE_DELETE,0.1,false,false,false,false,8,64,4,7e-06,0.020729,0.019635,1.273794,0.005201,0.0,0.03319,0.39998316764831543,,6693785,6693785,25.534763,25.534763,false
1.0,7,DENSE_DELETE,0.1,false,false,false,false,8,64,4,5e-06,0.01876,0.012348,1.270828,0.007738,0.0,0.067483,1.5338490009307861,,8817246,8817246,33.635124,33.635124,true
1.0,7,DENSE_DELETE,0.1,false,false,false,false,8,64,4,6e-06,0.018755,0.012495,1.274288,0.007653,0.0,0.066882,1.5499765872955322,,8817246,8817246,33.635124,33.635124,false
1.0,9,DENSE_DELETE,0.1,false,false,false,false,8,64,4,5e-06,0.023616,0.029093,1.279608,0.007568,0.0,0.063097,1.0873572826385498,,9575428,9575428,36.527359,36.527359,true
1.0,9,DENSE_DELETE,0.1,false,false,false,false,8,64,4,5e-06,0.023702,0.029097,1.259282,0.007336,0.0,0.061144,1.0884044170379639,,9575428,9575428,36.527359,36.527359,false
1.0,10,DENSE_DELETE,0.1,false,false,false,false,8,64,4,4e-06,0.017443,0.0448,1.267227,0.00473,0.0,0.072839,0.8353097438812256,,2122441,2122441,8.09647,8.09647,true
1.0,10,DENSE_DELETE,0.1,false,false,false,false,8,64,4,4e-06,0.01744,0.045155,1.265165,0.004488,0.0,0.045254,0.8386776447296143,,2122441,2122441,8.09647,8.09647,false
1.0,12,DENSE_DELETE,0.1,false,false,false,false,8,64,4,3e-06,0.017375,0.008028,1.317374,0.002822,0.0,0.014284,0.27263474464416504,,2478737,2478737,9.455631,9.455631,true
1.0,12,DENSE_DELETE,0.1,false,false,false,false,8,64,4,3e-06,0.017499,0.007997,1.320881,0.002609,0.0,0.013855,0.2708299160003662,,2478737,2478737,9.455631,9.455631,false
1.0,1,DENSE_DELETE,0.1,false,false,true,true,1,256,4,2e-06,0.36585,0.345905,1.200555,1.455648,0.0,0.078769,1.7362346649169922,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,true,1,256,4,2e-06,0.365968,0.347374,1.185766,1.384342,0.0,0.044915,1.7364139556884766,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,true,1,256,4,4e-06,0.002581,0.005966,1.245859,0.003827,0.013148,0.037624,0.37357544898986816,,4237529,132083,16.16489,0.503857,true
1.0,3,DENSE_DELETE,0.1,false,false,true,true,1,256,4,4e-06,0.002575,0.005523,1.222468,0.003523,0.013115,0.02909,0.3723282814025879,,4237529,132083,16.16489,0.503857,false
1.0,5,DENSE_DELETE,0.1,false,false,true,true,1,256,4,6e-06,0.001152,0.000516,1.267325,0.001023,0.010719,0.033466,0.3992424011230469,,6693785,60951,25.534763,0.23251,true
1.0,5,DENSE_DELETE,0.1,false,false,true,true,1,256,4,5e-06,0.001128,0.000472,1.245489,0.001061,0.010538,0.033427,0.4039454460144043,,6693785,60951,25.534763,0.23251,false
1.0,7,DENSE_DELETE,0.1,false,false,true,true,1,256,4,5e-06,0.000881,0.001794,1.271798,0.000675,0.009281,0.066745,1.5387072563171387,,8817246,50002,33.635124,0.190742,true
1.0,7,DENSE_DELETE,0.1,false,false,true,true,1,256,4,6e-06,0.00088,0.001789,1.252532,0.000675,0.009351,0.067722,1.5338423252105713,,8817246,50002,33.635124,0.190742,false
1.0,9,DENSE_DELETE,0.1,false,false,true,true,1,256,4,5e-06,0.035415,0.005573,1.26604,0.055215,0.339971,0.063772,1.070430040359497,,9575428,1734061,36.527359,6.614918,true
1.0,9,DENSE_DELETE,0.1,false,false,true,true,1,256,4,5e-06,0.035396,0.005573,1.252597,0.041728,0.342217,0.06151,1.0831353664398193,,9575428,1734061,36.527359,6.614918,false
1.0,10,DENSE_DELETE,0.1,false,false,true,true,1,256,4,4e-06,0.010555,0.020872,1.246215,0.018656,0.074176,0.073545,0.8320136070251465,,2122441,518130,8.09647,1.976509,true
1.0,10,DENSE_DELETE,0.1,false,false,true,true,1,256,4,3e-06,0.010563,0.020583,1.219644,0.018939,0.073556,0.044148,0.8337709903717041,,2122441,518130,8.09647,1.976509,false
1.0,12,DENSE_DELETE,0.1,false,false,true,true,1,256,4,3e-06,0.003907,0.000902,1.470305,0.010653,0.01152,0.01422,0.2721590995788574,,2478737,153051,9.455631,0.583843,true
1.0,12,DENSE_DELETE,0.1,false,false,true,true,1,256,4,3e-06,0.003915,0.000867,1.415605,0.010506,0.011472,0.013972,0.2722969055175781,,2478737,153051,9.455631,0.583843,false
1.0,1,DENSE_DELETE,0.1,false,false,true,false,1,256,4,3e-06,0.362438,0.345121,1.219314,1.575905,0.0,0.07901,1.7397990226745605,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,false,1,256,4,2e-06,0.360887,0.346373,1.204735,1.424608,0.0,0.045149,1.729952335357666,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,false,1,256,4,5e-06,0.46547,0.018657,1.276403,0.081231,0.0,0.037705,0.37137317657470703,,4237529,4237529,16.16489,16.16489,true
1.0,3,DENSE_DELETE,0.1,false,false,true,false,1,256,4,4e-06,0.466578,0.01863,1.255663,0.081488,0.0,0.029566,0.3766748905181885,,4237529,4237529,16.16489,16.16489,false
1.0,5,DENSE_DELETE,0.1,false,false,true,false,1,256,4,5e-06,0.46812,0.019677,1.344764,0.111923,0.0,0.033165,0.3974325656890869,,6693785,6693785,25.534763,25.534763,true
1.0,5,DENSE_DELETE,0.1,false,false,true,false,1,256,4,5e-06,0.467108,0.01964,1.32782,0.110912,0.0,0.033404,0.4003453254699707,,6693785,6693785,25.534763,25.534763,false
1.0,7,DENSE_DELETE,0.1,false,false,true,false,1,256,4,5e-06,0.465322,0.012397,1.33092,0.165394,0.0,0.067758,1.523221731185913,,8817246,8817246,33.635124,33.635124,true
1.0,7,DENSE_DELETE,0.1,false,false,true,false,1,256,4,6e-06,0.464584,0.012381,1.318343,0.162925,0.0,0.06803,1.5434658527374268,,8817246,8817246,33.635124,33.635124,false
1.0,9,DENSE_DELETE,0.1,false,false,true,false,1,256,4,6e-06,0.550461,0.029107,1.335225,0.197912,0.0,0.063996,1.0772943496704102,,9575428,9575428,36.527359,36.527359,true
1.0,9,DENSE_DELETE,0.1,false,false,true,false,1,256,4,5e-06,0.517617,0.02905,1.314894,0.183246,0.0,0.061966,1.07835054397583,,9575428,9575428,36.527359,36.527359,false
1.0,10,DENSE_DELETE,0.1,false,false,true,false,1,256,4,4e-06,0.460853,0.025805,1.290923,0.057091,0.0,0.07343,0.8270642757415771,,2122441,2122441,8.09647,8.09647,true
1.0,10,DENSE_DELETE,0.1,false,false,true,false,1,256,4,4e-06,0.459183,0.025629,1.264541,0.057641,0.0,0.044866,0.8364658355712891,,2122441,2122441,8.09647,8.09647,false
1.0,12,DENSE_DELETE,0.1,false,false,true,false,1,256,4,2e-06,0.453025,0.008058,1.50065,0.058171,0.0,0.014174,0.27184224128723145,,2478737,2478737,9.455631,9.455631,true
1.0,12,DENSE_DELETE,0.1,false,false,true,false,1,256,4,3e-06,0.452268,0.008053,1.440282,0.057325,0.0,0.013924,0.27193355560302734,,2478737,2478737,9.455631,9.455631,false
1.0,1,DENSE_DELETE,0.1,false,false,true,true,2,256,4,3e-06,0.187244,0.34756,1.343173,1.163606,0.0,0.080066,1.736558437347412,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,true,2,256,4,2e-06,0.18721,0.344104,1.338278,0.711224,0.0,0.044534,1.7436459064483643,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,true,2,256,4,3e-06,0.001491,0.011747,1.314508,0.003873,0.013187,0.038075,0.3737654685974121,,4237529,132083,16.16489,0.503857,true
1.0,3,DENSE_DELETE,0.1,false,false,true,true,2,256,4,4e-06,0.001457,0.011377,1.304076,0.003223,0.013153,0.028788,0.3720409870147705,,4237529,132083,16.16489,0.503857,false
1.0,5,DENSE_DELETE,0.1,false,false,true,true,2,256,4,5e-06,0.000731,0.000474,1.320624,0.000781,0.010621,0.033266,0.4019894599914551,,6693785,60951,25.534763,0.23251,true
1.0,5,DENSE_DELETE,0.1,false,false,true,true,2,256,4,5e-06,0.000733,0.000526,1.298262,0.00073,0.010569,0.033292,0.40269994735717773,,6693785,60951,25.534763,0.23251,false
1.0,7,DENSE_DELETE,0.1,false,false,true,true,2,256,4,5e-06,0.000577,0.001765,1.316029,0.000493,0.00923,0.066853,1.5521705150604248,,8817246,50002,33.635124,0.190742,true
1.0,7,DENSE_DELETE,0.1,false,false,true,true,2,256,4,5e-06,0.000589,0.001835,1.297536,0.000456,0.009298,0.067579,1.5628151893615723,,8817246,50002,33.635124,0.190742,false
1.0,9,DENSE_DELETE,0.1,false,false,true,true,2,256,4,5e-06,0.018864,0.005566,1.319663,0.029001,0.344919,0.063165,1.0835180282592773,,9575428,1734061,36.527359,6.614918,true
1.0,9,DENSE_DELETE,0.1,false,false,true,true,2,256,4,6e-06,0.018683,0.00562,1.295594,0.021414,0.339621,0.061375,1.0888469219207764,,9575428,1734061,36.527359,6.614918,false
1.0,10,DENSE_DELETE,0.1,false,false,true,true,2,256,4,4e-06,0.006001,0.040165,1.321101,0.01596,0.073823,0.074697,0.8317887783050537,,2122441,518130,8.09647,1.976509,true
1.0,10,DENSE_DELETE,0.1,false,false,true,true,2,256,4,4e-06,0.005941,0.039631,1.302273,0.014086,0.073263,0.044492,0.8345963954925537,,2122441,518130,8.09647,1.976509,false
1.0,12,DENSE_DELETE,0.1,false,false,true,true,2,256,4,2e-06,0.001823,0.000906,1.461232,0.003207,0.011479,0.014206,0.2713303565979004,,2478737,153051,9.455631,0.583843,true
1.0,12,DENSE_DELETE,0.1,false,false,true,true,2,256,4,2e-06,0.001869,0.000891,1.428469,0.003174,0.011523,0.014077,0.2714061737060547,,2478737,153051,9.455631,0.583843,false
1.0,1,DENSE_DELETE,0.1,false,false,true,false,2,256,4,3e-06,0.189414,0.344403,1.376968,1.161912,0.0,0.079029,1.745957374572754,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,false,2,256,4,2e-06,0.189331,0.345543,1.349238,0.753106,0.0,0.044877,1.7388012409210205,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,false,2,256,4,3e-06,0.241753,0.024499,1.370631,0.044762,0.0,0.037697,0.3750128746032715,,4237529,4237529,16.16489,16.16489,true
1.0,3,DENSE_DELETE,0.1,false,false,true,false,2,256,4,4e-06,0.241438,0.024696,1.349313,0.044017,0.0,0.029221,0.3744995594024658,,4237529,4237529,16.16489,16.16489,false
1.0,5,DENSE_DELETE,0.1,false,false,true,false,2,256,4,5e-06,0.243588,0.01957,1.360464,0.05908,0.0,0.033254,0.39806532859802246,,6693785,6693785,25.534763,25.534763,true
1.0,5,DENSE_DELETE,0.1,false,false,true,false,2,256,4,5e-06,0.237798,0.01964,1.330889,0.059368,0.0,0.033407,0.4025230407714844,,6693785,6693785,25.534763,25.534763,false
1.0,7,DENSE_DELETE,0.1,false,false,true,false,2,256,4,6e-06,0.240658,0.012275,1.352864,0.090109,0.0,0.067548,1.558854579925537,,8817246,8817246,33.635124,33.635124,true
1.0,7,DENSE_DELETE,0.1,false,false,true,false,2,256,4,5e-06,0.234692,0.012355,1.326183,0.086172,0.0,0.067428,1.5319952964782715,,8817246,8817246,33.635124,33.635124,false
1.0,9,DENSE_DELETE,0.1,false,false,true,false,2,256,4,5e-06,0.269476,0.029131,1.345659,0.104415,0.0,0.064546,1.071096420288086,,9575428,9575428,36.527359,36.527359,true
1.0,9,DENSE_DELETE,0.1,false,false,true,false,2,256,4,5e-06,0.270452,0.029102,1.328147,0.097167,0.0,0.061603,1.0810422897338867,,9575428,9575428,36.527359,36.527359,false
1.0,10,DENSE_DELETE,0.1,false,false,true,false,2,256,4,3e-06,0.238951,0.044924,1.339368,0.036073,0.0,0.074106,0.8386719226837158,,2122441,2122441,8.09647,8.09647,true
1.0,10,DENSE_DELETE,0.1,false,false,true,false,2,256,4,4e-06,0.23895,0.044459,1.31317,0.034848,0.0,0.04446,0.8345568180084229,,2122441,2122441,8.09647,8.09647,false
1.0,12,DENSE_DELETE,0.1,false,false,true,false,2,256,4,2e-06,0.233131,0.008105,1.514203,0.027967,0.0,0.014186,0.2708446979522705,,2478737,2478737,9.455631,9.455631,true
1.0,12,DENSE_DELETE,0.1,false,false,true,false,2,256,4,3e-06,0.236602,0.007978,1.503046,0.028132,0.0,0.014175,0.27103161811828613,,2478737,2478737,9.455631,9.455631,false
1.0,1,DENSE_DELETE,0.1,false,false,true,true,4,256,4,3e-06,0.094377,0.344902,1.353053,0.710192,0.0,0.079695,1.7272281646728516,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,true,4,256,4,3e-06,0.094643,0.344607,1.338126,0.350659,0.0,0.044616,1.743445873260498,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,true,4,256,4,3e-06,0.000836,0.023726,1.323969,0.00318,0.013182,0.037745,0.37763404846191406,,4237529,132083,16.16489,0.503857,true
1.0,3,DENSE_DELETE,0.1,false,false,true,true,4,256,4,3e-06,0.000808,0.023291,1.303931,0.00245,0.01308,0.028426,0.37221193313598633,,4237529,132083,16.16489,0.503857,false
1.0,5,DENSE_DELETE,0.1,false,false,true,true,4,256,4,5e-06,0.000456,0.000502,1.322248,0.000665,0.010636,0.033431,0.4037444591522217,,6693785,60951,25.534763,0.23251,true
1.0,5,DENSE_DELETE,0.1,false,false,true,true,4,256,4,6e-06,0.000484,0.00047,1.303718,0.000513,0.010624,0.03325,0.40427637100219727,,6693785,60951,25.534763,0.23251,false
1.0,7,DENSE_DELETE,0.1,false,false,true,true,4,256,4,5e-06,0.000416,0.001801,1.316549,0.000383,0.009309,0.067564,1.5573768615722656,,8817246,50002,33.635124,0.190742,true
1.0,7,DENSE_DELETE,0.1,false,false,true,true,4,256,4,6e-06,0.000442,0.001796,1.301999,0.000367,0.009346,0.068199,1.5410215854644775,,8817246,50002,33.635124,0.190742,false
1.0,9,DENSE_DELETE,0.1,false,false,true,true,4,256,4,5e-06,0.009691,0.005662,1.320914,0.015719,0.340537,0.06347,1.0679843425750732,,9575428,1734061,36.527359,6.614918,true
1.0,9,DENSE_DELETE,0.1,false,false,true,true,4,256,4,5e-06,0.009674,0.005813,1.291271,0.011099,0.340206,0.061048,1.0811471939086914,,9575428,1734061,36.527359,6.614918,false
1.0,10,DENSE_DELETE,0.1,false,false,true,true,4,256,4,4e-06,0.003101,0.077728,1.320291,0.011304,0.073948,0.073769,0.8353257179260254,,2122441,518130,8.09647,1.976509,true
1.0,10,DENSE_DELETE,0.1,false,false,true,true,4,256,4,4e-06,0.003119,0.077544,1.29194,0.010038,0.073923,0.044957,0.8325726985931396,,2122441,518130,8.09647,1.976509,false
1.0,12,DENSE_DELETE,0.1,false,false,true,true,4,256,4,3e-06,0.001058,0.000894,1.465116,0.003123,0.011503,0.014076,0.2702805995941162,,2478737,153051,9.455631,0.583843,true
1.0,12,DENSE_DELETE,0.1,false,false,true,true,4,256,4,2e-06,0.001044,0.00095,1.441959,0.001728,0.011533,0.017339,0.27192091941833496,,2478737,153051,9.455631,0.583843,false
1.0,1,DENSE_DELETE,0.1,false,false,true,false,4,256,4,2e-06,0.095762,0.346557,1.378368,0.729367,0.0,0.079533,1.7302801609039307,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,false,4,256,4,3e-06,0.095663,0.345066,1.367375,0.384267,0.0,0.044645,1.7374095916748047,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,false,4,256,4,4e-06,0.119978,0.0365,1.373229,0.024304,0.0,0.038669,0.3741130828857422,,4237529,4237529,16.16489,16.16489,true
1.0,3,DENSE_DELETE,0.1,false,false,true,false,4,256,4,3e-06,0.119662,0.03656,1.351982,0.023654,0.0,0.029171,0.37200403213500977,,4237529,4237529,16.16489,16.16489,false
1.0,5,DENSE_DELETE,0.1,false,false,true,false,4,256,4,5e-06,0.123217,0.019634,1.355272,0.031056,0.0,0.033301,0.40158987045288086,,6693785,6693785,25.534763,25.534763,true
1.0,5,DENSE_DELETE,0.1,false,false,true,false,4,256,4,5e-06,0.121832,0.019569,1.335942,0.030979,0.0,0.032877,0.40270018577575684,,6693785,6693785,25.534763,25.534763,false
1.0,7,DENSE_DELETE,0.1,false,false,true,false,4,256,4,6e-06,0.120069,0.012363,1.341494,0.045215,0.0,0.067444,1.53621244430542,,8817246,8817246,33.635124,33.635124,true
1.0,7,DENSE_DELETE,0.1,false,false,true,false,4,256,4,5e-06,0.120682,0.012439,1.325698,0.045291,0.0,0.067811,1.5309793949127197,,8817246,8817246,33.635124,33.635124,false
1.0,9,DENSE_DELETE,0.1,false,false,true,false,4,256,4,6e-06,0.136276,0.029323,1.345334,0.055079,0.0,0.062954,1.0852618217468262,,9575428,9575428,36.527359,36.527359,true
1.0,9,DENSE_DELETE,0.1,false,false,true,false,4,256,4,5e-06,0.135735,0.029643,1.325859,0.050216,0.0,0.061685,1.0881361961364746,,9575428,9575428,36.527359,36.527359,false
1.0,10,DENSE_DELETE,0.1,false,false,true,false,4,256,4,3e-06,0.11812,0.082619,1.330724,0.022048,0.0,0.072893,0.8337676525115967,,2122441,2122441,8.09647,8.09647,true
1.0,10,DENSE_DELETE,0.1,false,false,true,false,4,256,4,8e-06,0.117852,0.083098,1.322541,0.020638,0.0,0.044073,0.837662935256958,,2122441,2122441,8.09647,8.09647,false
1.0,12,DENSE_DELETE,0.1,false,false,true,false,4,256,4,3e-06,0.117504,0.008095,1.537724,0.016318,0.0,0.014186,0.27231478691101074,,2478737,2478737,9.455631,9.455631,true
1.0,12,DENSE_DELETE,0.1,false,false,true,false,4,256,4,2e-06,0.119787,0.008038,1.493277,0.014717,0.0,0.013978,0.27319860458374023,,2478737,2478737,9.455631,9.455631,false
1.0,1,DENSE_DELETE,0.1,false,false,true,true,8,256,4,2e-06,0.049892,0.346165,1.356596,0.728232,0.0,0.079565,1.735598087310791,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,true,8,256,4,3e-06,0.049863,0.345643,1.349385,0.172711,0.0,0.045161,1.7489957809448242,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,true,8,256,4,4e-06,0.000651,0.046919,1.319121,0.002942,0.013109,0.03766,0.3766977787017822,,4237529,132083,16.16489,0.503857,true
1.0,3,DENSE_DELETE,0.1,false,false,true,true,8,256,4,3e-06,0.000653,0.046924,1.298059,0.002379,0.013163,0.028289,0.3743314743041992,,4237529,132083,16.16489,0.503857,false
1.0,5,DENSE_DELETE,0.1,false,false,true,true,8,256,4,4e-06,0.000485,0.000487,1.320091,0.000654,0.010588,0.03323,0.3975861072540283,,6693785,60951,25.534763,0.23251,true
1.0,5,DENSE_DELETE,0.1,false,false,true,true,8,256,4,5e-06,0.00047,0.00048,1.305387,0.000584,0.010693,0.033418,0.39760732650756836,,6693785,60951,25.534763,0.23251,false
1.0,7,DENSE_DELETE,0.1,false,false,true,true,8,256,4,5e-06,0.000452,0.001842,1.3204,0.000524,0.009301,0.067544,1.553236961364746,,8817246,50002,33.635124,0.190742,true
1.0,7,DENSE_DELETE,0.1,false,false,true,true,8,256,4,5e-06,0.000428,0.001794,1.293182,0.000436,0.00937,0.067742,1.546513557434082,,8817246,50002,33.635124,0.190742,false
1.0,9,DENSE_DELETE,0.1,false,false,true,true,8,256,4,5e-06,0.005349,0.006052,1.308823,0.00867,0.34314,0.062727,1.076004981994629,,9575428,1734061,36.527359,6.614918,true
1.0,9,DENSE_DELETE,0.1,false,false,true,true,8,256,4,4e-06,0.005271,0.006183,1.303626,0.006137,0.343815,0.061549,1.0756568908691406,,9575428,1734061,36.527359,6.614918,false
1.0,10,DENSE_DELETE,0.1,false,false,true,true,8,256,4,3e-06,0.00189,0.1529,1.315541,0.009317,0.074008,0.073101,0.8261673450469971,,2122441,518130,8.09647,1.976509,true
1.0,10,DENSE_DELETE,0.1,false,false,true,true,8,256,4,4e-06,0.001924,0.152768,1.298705,0.008365,0.073362,0.044577,0.8352806568145752,,2122441,518130,8.09647,1.976509,false
1.0,12,DENSE_DELETE,0.1,false,false,true,true,8,256,4,3e-06,0.000744,0.000908,1.467816,0.003355,0.011521,0.014212,0.27417564392089844,,2478737,153051,9.455631,0.583843,true
1.0,12,DENSE_DELETE,0.1,false,false,true,true,8,256,4,3e-06,0.000776,0.000956,1.427554,0.001211,0.011554,0.014063,0.27256274223327637,,2478737,153051,9.455631,0.583843,false
1.0,1,DENSE_DELETE,0.1,false,false,true,false,8,256,4,3e-06,0.050642,0.345612,1.381312,0.720838,0.0,0.079324,1.73641037940979,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,true,false,8,256,4,3e-06,0.0505,0.34484,1.366683,0.193195,0.0,0.044582,1.7279331684112549,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,true,false,8,256,4,3e-06,0.062174,0.059897,1.371896,0.014284,0.0,0.037587,0.37221837043762207,,4237529,4237529,16.16489,16.16489,true
1.0,3,DENSE_DELETE,0.1,false,false,true,false,8,256,4,4e-06,0.062105,0.060208,1.350152,0.013707,0.0,0.028634,0.37674379348754883,,4237529,4237529,16.16489,16.16489,false
1.0,5,DENSE_DELETE,0.1,false,false,true,false,8,256,4,6e-06,0.064438,0.019643,1.350757,0.017063,0.0,0.033367,0.3989100456237793,,6693785,6693785,25.534763,25.534763,true
1.0,5,DENSE_DELETE,0.1,false,false,true,false,8,256,4,5e-06,0.064057,0.019577,1.339481,0.017366,0.0,0.032924,0.4001779556274414,,6693785,6693785,25.534763,25.534763,false
1.0,7,DENSE_DELETE,0.1,false,false,true,false,8,256,4,5e-06,0.061672,0.012302,1.344592,0.024369,0.0,0.067575,1.5486054420471191,,8817246,8817246,33.635124,33.635124,true
1.0,7,DENSE_DELETE,0.1,false,false,true,false,8,256,4,6e-06,0.061408,0.012384,1.326208,0.02423,0.0,0.067558,1.5386621952056885,,8817246,8817246,33.635124,33.635124,false
1.0,9,DENSE_DELETE,0.1,false,false,true,false,8,256,4,5e-06,0.071438,0.029794,1.342255,0.030178,0.0,0.063105,1.0830175876617432,,9575428,9575428,36.527359,36.527359,true
1.0,9,DENSE_DELETE,0.1,false,false,true,false,8,256,4,5e-06,0.071494,0.02979,1.32626,0.027373,0.0,0.061417,1.0628013610839844,,9575428,9575428,36.527359,36.527359,false
1.0,10,DENSE_DELETE,0.1,false,false,true,false,8,256,4,3e-06,0.06023,0.158543,1.334117,0.015001,0.0,0.072363,0.8383071422576904,,2122441,2122441,8.09647,8.09647,true
1.0,10,DENSE_DELETE,0.1,false,false,true,false,8,256,4,4e-06,0.060498,0.158615,1.315893,0.014078,0.0,0.044706,0.8366851806640625,,2122441,2122441,8.09647,8.09647,false
1.0,12,DENSE_DELETE,0.1,false,false,true,false,8,256,4,3e-06,0.061238,0.008081,1.537174,0.010384,0.0,0.014057,0.271700382232666,,2478737,2478737,9.455631,9.455631,true
1.0,12,DENSE_DELETE,0.1,false,false,true,false,8,256,4,1.3e-05,0.061149,0.008012,1.486936,0.008157,0.0,0.014073,0.2712831497192383,,2478737,2478737,9.455631,9.455631,false
1.0,1,DENSE_DELETE,0.1,false,false,false,true,1,256,4,2e-06,0.355315,0.345551,1.173379,0.505575,1e-06,0.079649,1.7441365718841553,,11833182,11833182,45.140007,45.140007,true
1.0,1,DENSE_DELETE,0.1,false,false,false,true,1,256,4,2e-06,0.355488,0.346287,1.166947,0.393347,0.0,0.045188,1.7236626148223877,,11833182,11833182,45.140007,45.140007,false
1.0,3,DENSE_DELETE,0.1,false,false,false,true,1,256,4,3e-06,0.002563,0.005925,1.18312,0.001959,0.013122,0.037754,0.3709583282470703,,4237529,132083,16.16489,0.503857,true
1.0,3,DENSE_DELETE,0.1,false,false,false,true,1,256,4,4e-06,0.002628,0.005797,1.186895,0.001726,0.013179,0.028722,0.37464118003845215,,4237529,132083,16.16489,0.503857,false
1.0,5,DENSE_DELETE,0.1,false,false,false,true,1,256,4,5e-06,0.001156,0.000509,1.223521,0.000466,0.01065,0.033526,0.4007894992828369,,6693785,60951,25.534763,0.23251,true
1.0,5,DENSE_DELETE,0.1,false,false,false,true,1,256,4,5e-06,0.001125,0.000493,1.207687,0.000502,0.010592,0.033206,0.40583086013793945,,6693785,60951,25.534763,0.23251,false
1.0,7,DENSE_DELETE,0.1,false,false,false,true,1,256,4,6e-06,0.000879,0.001771,1.217774,0.000226,0.009251,0.067777,1.537531852722168,,8817246,50002,33.635124,0.190742,true
1.0,7,DENSE_DELETE,0.1,false,false,false,true,1,256,4,6e-06,0.000866,0.001818,1.212365,0.000214,0.009243,0.067415,1.5434348583221436,,8817246,50002,33.635124,0.190742,false
1.0,9,DENSE_DELETE,0.1,false,false,false,true,1,256,4,5e-06,0.035367,0.00562,1.222142,0.030128,0.34388,0.06341,1.0850088596343994,,9575428,1734061,36.527359,6.614918,true
